Accident year,Casualty severity,Casualty sex,Casualty age,Road type,Weather condition,Casualties,
2019,Killed,Male,54,Dual carriageway,Fog or mist,1,
2019,Killed,Male,54,Single carriageway,Fine no high winds,15,
2019,Killed,Male,54,Single carriageway,Raining no high winds,1,
2019,Killed,Male,54,Single carriageway,Fine + high winds,1,
2019,Killed,Male,54,Single carriageway,Raining + high winds,1,
2019,Killed,Male,54,Single carriageway,Other,1,
2019,Killed,Male,55,Unknown,Fine no high winds,1,
2019,Killed,Male,55,Dual carriageway,Fine no high winds,2,
2019,Killed,Male,55,Single carriageway,Fine no high winds,12,
2019,Killed,Male,55,Single carriageway,Raining no high winds,2,
2019,Killed,Male,55,Single carriageway,Raining + high winds,1,
2019,Killed,Male,56,Dual carriageway,Fine no high winds,6,
2019,Killed,Male,56,Single carriageway,Fine no high winds,5,
2019,Killed,Male,56,Single carriageway,Raining no high winds,3,
2019,Killed,Male,57,One way street,Fine no high winds,1,
2019,Killed,Male,57,Dual carriageway,Fine no high winds,5,
2019,Killed,Male,57,Dual carriageway,Raining no high winds,1,
2019,Killed,Male,57,Dual carriageway,Other,1,
2019,Killed,Male,57,Single carriageway,Unknown,1,
2019,Killed,Male,57,Single carriageway,Fine no high winds,10,
2019,Killed,Male,57,Single carriageway,Raining no high winds,1,
2019,Killed,Male,57,Single carriageway,Fine + high winds,1,
2019,Killed,Male,57,Slip road,Fine no high winds,1,
2019,Killed,Male,58,Roundabout,Fine no high winds,1,
2019,Killed,Male,58,Dual carriageway,Fine no high winds,2,
2019,Killed,Male,58,Single carriageway,Fine no high winds,10,
2019,Killed,Male,58,Single carriageway,Raining no high winds,2,
2019,Killed,Male,59,Roundabout,Fine no high winds,1,
2019,Killed,Male,59,Dual carriageway,Fine no high winds,2,
2019,Killed,Male,59,Single carriageway,Fine no high winds,8,
2019,Killed,Male,59,Single carriageway,Raining no high winds,1,
2019,Killed,Male,59,Single carriageway,Fog or mist,1,
2019,Killed,Male,60,Dual carriageway,Fine no high winds,3,
2019,Killed,Male,60,Single carriageway,Fine no high winds,10,
2019,Killed,Male,60,Single carriageway,Raining no high winds,1,
2019,Killed,Male,61,Roundabout,Fine no high winds,1,
2019,Killed,Male,61,Dual carriageway,Fine no high winds,1,
2019,Killed,Male,61,Dual carriageway,Raining no high winds,2,
2019,Killed,Male,61,Single carriageway,Fine no high winds,9,
2019,Killed,Male,61,Single carriageway,Snowing no high winds,1,
2019,Killed,Male,61,Single carriageway,Fog or mist,1,
2019,Killed,Male,62,Dual carriageway,Fine no high winds,4,
2019,Killed,Male,62,Single carriageway,Fine no high winds,11,
2019,Killed,Male,62,Single carriageway,Raining + high winds,1,
2019,Killed,Male,63,Dual carriageway,Fine no high winds,3,
2019,Killed,Male,63,Single carriageway,Fine no high winds,13,
2019,Killed,Male,63,Single carriageway,Raining no high winds,1,
2019,Killed,Male,63,Single carriageway,Fine + high winds,1,
2019,Killed,Male,63,Slip road,Fine no high winds,1,
2019,Killed,Male,64,One way street,Fine no high winds,1,
2019,Killed,Male,64,Dual carriageway,Fine no high winds,1,
2019,Killed,Male,64,Single carriageway,Fine no high winds,5,
2019,Killed,Male,64,Single carriageway,Raining no high winds,1,
2019,Killed,Male,64,Slip road,Fine + high winds,1,
2019,Killed,Male,65,One way street,Other,1,
2019,Killed,Male,65,Dual carriageway,Fine no high winds,1,
2019,Killed,Male,65,Single carriageway,Fine no high winds,13,
2019,Killed,Male,65,Single carriageway,Raining no high winds,1,
2019,Killed,Male,65,Slip road,Fine no high winds,1,
2019,Killed,Male,66,Roundabout,Fine no high winds,1,
2019,Killed,Male,66,Dual carriageway,Fine no high winds,2,
2019,Killed,Male,66,Dual carriageway,Snowing no high winds,1,
2019,Killed,Male,66,Single carriageway,Unknown,2,
2019,Killed,Male,66,Single carriageway,Fine no high winds,7,
2019,Killed,Male,66,Single carriageway,Raining no high winds,3,
2019,Killed,Male,67,Dual carriageway,Fine no high winds,1,
2019,Killed,Male,67,Single carriageway,Fine no high winds,13,
2019,Killed,Male,68,Roundabout,Fine + high winds,1,
2019,Killed,Male,68,Dual carriageway,Fine no high winds,2,
2019,Killed,Male,68,Single carriageway,Fine no high winds,7,
2019,Killed,Male,68,Single carriageway,Raining + high winds,1,
2019,Killed,Male,69,Roundabout,Raining no high winds,1,
2019,Killed,Male,69,Dual carriageway,Fine no high winds,1,
2019,Killed,Male,69,Dual carriageway,Fine + high winds,1,
2019,Killed,Male,69,Single carriageway,Fine no high winds,2,
2019,Killed,Male,69,Single carriageway,Raining no high winds,1,
2019,Killed,Male,69,Single carriageway,Raining + high winds,1,
2019,Killed,Male,70,Dual carriageway,Fine no high winds,3,
2019,Killed,Male,70,Single carriageway,Unknown,2,
2019,Killed,Male,70,Single carriageway,Fine no high winds,8,
2019,Killed,Male,70,Single carriageway,Raining no high winds,2,
2019,Killed,Male,71,Dual carriageway,Fine no high winds,1,
2019,Killed,Male,71,Dual carriageway,Raining no high winds,1,
2019,Killed,Male,71,Single carriageway,Fine no high winds,5,
2019,Killed,Male,71,Single carriageway,Raining no high winds,2,
2019,Killed,Male,71,Single carriageway,Fog or mist,1,
2019,Killed,Male,72,Dual carriageway,Fine no high winds,1,
2019,Killed,Male,72,Single carriageway,Fine no high winds,12,
2019,Killed,Male,72,Single carriageway,Raining no high winds,1,
2019,Killed,Male,73,Dual carriageway,Raining no high winds,1,
2019,Killed,Male,73,Single carriageway,Fine no high winds,10,
2019,Killed,Male,73,Single carriageway,Raining no high winds,1,
2019,Killed,Male,74,Dual carriageway,Fine no high winds,4,
2019,Killed,Male,74,Single carriageway,Fine no high winds,8,
2019,Killed,Male,74,Single carriageway,Raining no high winds,3,
2019,Killed,Male,75,Single carriageway,Unknown,1,
2019,Killed,Male,75,Single carriageway,Fine no high winds,12,
2019,Killed,Male,75,Single carriageway,Raining no high winds,1,
2019,Killed,Male,75,Single carriageway,Other,1,
2019,Killed,Male,75,Slip road,Fine no high winds,1,
2019,Killed,Male,76,Dual carriageway,Fine no high winds,2,
2019,Killed,Male,76,Dual carriageway,Raining no high winds,2,
2019,Killed,Male,76,Single carriageway,Fine no high winds,11,
2019,Killed,Male,76,Slip road,Fine no high winds,1,
2019,Killed,Male,77,Dual carriageway,Raining no high winds,1,
2019,Killed,Male,77,Single carriageway,Fine no high winds,11,
2019,Killed,Male,77,Single carriageway,Raining no high winds,1,
2019,Killed,Male,77,Single carriageway,Fine + high winds,1,
2019,Killed,Male,77,Slip road,Fine no high winds,1,
2019,Killed,Male,78,One way street,Fine no high winds,1,
2019,Killed,Male,78,Single carriageway,Unknown,1,
2019,Killed,Male,78,Single carriageway,Fine no high winds,5,
2019,Killed,Male,79,Unknown,Fine no high winds,1,
2019,Killed,Male,79,Roundabout,Fine no high winds,1,
2019,Killed,Male,79,Dual carriageway,Fine no high winds,3,
2019,Killed,Male,79,Dual carriageway,Raining no high winds,1,
2019,Killed,Male,79,Single carriageway,Fine no high winds,7,
2019,Killed,Male,79,Single carriageway,Raining no high winds,4,
2019,Killed,Male,80,One way street,Fine no high winds,1,
2019,Killed,Male,80,Dual carriageway,Fine no high winds,1,
2019,Killed,Male,80,Single carriageway,Fine no high winds,13,
2019,Killed,Male,80,Single carriageway,Raining no high winds,2,
2019,Killed,Male,81,Dual carriageway,Fine no high winds,2,
2019,Killed,Male,81,Dual carriageway,Raining no high winds,1,
2019,Killed,Male,81,Single carriageway,Unknown,1,
2019,Killed,Male,81,Single carriageway,Fine no high winds,4,
2019,Killed,Male,81,Single carriageway,Raining no high winds,1,
2019,Killed,Male,81,Slip road,Fine no high winds,1,
2019,Killed,Male,82,Single carriageway,Fine no high winds,5,
2019,Killed,Male,82,Single carriageway,Raining no high winds,2,
2019,Killed,Male,83,Dual carriageway,Fine no high winds,3,
2019,Killed,Male,83,Dual carriageway,Other,1,
2019,Killed,Male,83,Single carriageway,Fine no high winds,8,
2019,Killed,Male,84,Dual carriageway,Fine no high winds,2,
2019,Killed,Male,84,Single carriageway,Unknown,2,
2019,Killed,Male,84,Single carriageway,Fine no high winds,10,
2019,Killed,Male,84,Single carriageway,Raining no high winds,1,
2019,Killed,Male,85,Single carriageway,Fine no high winds,13,
2019,Killed,Male,85,Single carriageway,Other,1,
2019,Killed,Male,86,Dual carriageway,Fine no high winds,1,
2019,Killed,Male,86,Single carriageway,Fine no high winds,4,
2019,Killed,Male,86,Single carriageway,Fine + high winds,1,
2019,Killed,Male,87,Dual carriageway,Fine no high winds,2,
2019,Killed,Male,87,Single carriageway,Fine no high winds,6,
2019,Killed,Male,88,Single carriageway,Fine no high winds,2,
2019,Killed,Male,89,Dual carriageway,Fine no high winds,2,
2019,Killed,Male,89,Single carriageway,Fine no high winds,4,
2019,Killed,Male,90,Dual carriageway,Raining + high winds,1,
2019,Killed,Male,90,Single carriageway,Fine no high winds,3,
2019,Killed,Male,90,Single carriageway,Raining no high winds,2,
2019,Killed,Male,91,Single carriageway,Fine no high winds,2,
2019,Killed,Male,92,Single carriageway,Fine no high winds,2,
2019,Killed,Male,92,Single carriageway,Fine + high winds,1,
2019,Killed,Male,93,Single carriageway,Fine no high winds,1,
2019,Killed,Male,93,Single carriageway,Raining no high winds,1,
2019,Killed,Male,94,Dual carriageway,Fine no high winds,1,
2019,Killed,Male,95,Dual carriageway,Fine no high winds,1,
2019,Killed,Male,95,Single carriageway,Fine no high winds,3,
2019,Killed,Male,97,Single carriageway,Fine no high winds,1,
2019,Killed,Female,3,Single carriageway,Fine no high winds,1,
2019,Killed,Female,10,Single carriageway,Fine no high winds,2,
2019,Killed,Female,11,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,12,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,12,Dual carriageway,Raining + high winds,1,
2019,Killed,Female,12,Single carriageway,Fine no high winds,2,
2019,Killed,Female,13,Single carriageway,Fine no high winds,1,
2019,Killed,Female,14,Single carriageway,Fine no high winds,1,
2019,Killed,Female,15,Single carriageway,Unknown,1,
2019,Killed,Female,15,Single carriageway,Fine no high winds,3,
2019,Killed,Female,16,Single carriageway,Unknown,2,
2019,Killed,Female,16,Single carriageway,Fine no high winds,1,
2019,Killed,Female,16,Single carriageway,Fine + high winds,1,
2019,Killed,Female,16,Single carriageway,Raining + high winds,1,
2019,Killed,Female,17,Single carriageway,Fine no high winds,2,
2019,Killed,Female,17,Single carriageway,Raining no high winds,1,
2019,Killed,Female,18,Dual carriageway,Unknown,1,
2019,Killed,Female,18,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,18,Single carriageway,Fine no high winds,4,
2019,Killed,Female,18,Single carriageway,Raining no high winds,1,
2019,Killed,Female,19,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,19,Single carriageway,Fine no high winds,4,
2019,Killed,Female,20,Single carriageway,Fine no high winds,9,
2019,Killed,Female,21,Dual carriageway,Fine no high winds,2,
2019,Killed,Female,21,Single carriageway,Fine no high winds,1,
2019,Killed,Female,22,One way street,Unknown,1,
2019,Killed,Female,22,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,22,Dual carriageway,Raining no high winds,1,
2019,Killed,Female,22,Dual carriageway,Other,1,
2019,Killed,Female,22,Single carriageway,Fine no high winds,1,
2019,Killed,Female,23,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,23,Single carriageway,Fine no high winds,1,
2019,Killed,Female,23,Single carriageway,Raining + high winds,1,
2019,Killed,Female,23,Single carriageway,Fog or mist,1,
2019,Killed,Female,23,Single carriageway,Other,1,
2019,Killed,Female,24,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,24,Dual carriageway,Fog or mist,1,
2019,Killed,Female,24,Single carriageway,Fine no high winds,4,
2019,Killed,Female,24,Single carriageway,Raining no high winds,1,
2019,Killed,Female,24,Slip road,Fine no high winds,1,
2019,Killed,Female,25,Single carriageway,Raining no high winds,1,
2019,Killed,Female,26,Unknown,Raining no high winds,1,
2019,Killed,Female,26,Single carriageway,Unknown,1,
2019,Killed,Female,26,Single carriageway,Fine no high winds,5,
2019,Killed,Female,27,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,27,Dual carriageway,Raining no high winds,1,
2019,Killed,Female,27,Single carriageway,Fine no high winds,1,
2019,Killed,Female,27,Single carriageway,Other,1,
2019,Killed,Female,28,Dual carriageway,Raining no high winds,1,
2019,Killed,Female,28,Dual carriageway,Snowing no high winds,1,
2019,Killed,Female,28,Single carriageway,Fine no high winds,4,
2019,Killed,Female,28,Single carriageway,Raining + high winds,1,
2019,Killed,Female,29,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,29,Single carriageway,Fine no high winds,4,
2019,Killed,Female,29,Slip road,Fine no high winds,1,
2019,Killed,Female,30,Roundabout,Fine no high winds,1,
2019,Killed,Female,30,Dual carriageway,Fine no high winds,2,
2019,Killed,Female,30,Single carriageway,Fine no high winds,3,
2019,Killed,Female,31,Single carriageway,Fine no high winds,2,
2019,Killed,Female,32,Single carriageway,Fine no high winds,3,
2019,Killed,Female,33,Single carriageway,Fine no high winds,1,
2019,Killed,Female,34,Single carriageway,Fine no high winds,1,
2019,Killed,Female,34,Single carriageway,Raining no high winds,1,
2019,Killed,Female,35,Roundabout,Fine no high winds,1,
2019,Killed,Female,35,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,35,Single carriageway,Fine no high winds,1,
2019,Killed,Female,36,Single carriageway,Fine no high winds,1,
2019,Killed,Female,36,Single carriageway,Raining no high winds,2,
2019,Killed,Female,37,Dual carriageway,Fine + high winds,1,
2019,Killed,Female,37,Single carriageway,Fine no high winds,1,
2019,Killed,Female,38,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,38,Single carriageway,Fine no high winds,1,
2019,Killed,Female,39,Single carriageway,Fine no high winds,2,
2019,Killed,Female,40,Single carriageway,Fine no high winds,1,
2019,Killed,Female,40,Single carriageway,Other,1,
2019,Killed,Female,41,Roundabout,Raining no high winds,1,
2019,Killed,Female,41,Single carriageway,Other,1,
2019,Killed,Female,42,Single carriageway,Fine no high winds,1,
2019,Killed,Female,44,Unknown,Fine no high winds,1,
2019,Killed,Female,44,Dual carriageway,Fine no high winds,3,
2019,Killed,Female,44,Single carriageway,Fine no high winds,1,
2019,Killed,Female,44,Single carriageway,Raining + high winds,1,
2019,Killed,Female,45,Dual carriageway,Fine no high winds,2,
2019,Killed,Female,45,Single carriageway,Fine no high winds,2,
2019,Killed,Female,45,Single carriageway,Raining no high winds,1,
2019,Killed,Female,46,Single carriageway,Fine no high winds,4,
2019,Killed,Female,47,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,47,Single carriageway,Fine no high winds,1,
2019,Killed,Female,48,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,48,Single carriageway,Fine no high winds,5,
2019,Killed,Female,49,Single carriageway,Fine no high winds,2,
2019,Killed,Female,50,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,50,Dual carriageway,Raining no high winds,1,
2019,Killed,Female,50,Single carriageway,Fine no high winds,1,
2019,Killed,Female,50,Single carriageway,Raining no high winds,1,
2019,Killed,Female,51,Dual carriageway,Fine no high winds,2,
2019,Killed,Female,51,Single carriageway,Fine no high winds,3,
2019,Killed,Female,52,Single carriageway,Fine no high winds,1,
2019,Killed,Female,53,Single carriageway,Fine no high winds,3,
2019,Killed,Female,53,Single carriageway,Raining no high winds,1,
2019,Killed,Female,54,Single carriageway,Fine no high winds,1,
2019,Killed,Female,54,Single carriageway,Raining no high winds,1,
2019,Killed,Female,55,Single carriageway,Fine no high winds,6,
2019,Killed,Female,56,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,56,Single carriageway,Fine no high winds,4,
2019,Killed,Female,56,Single carriageway,Raining no high winds,1,
2019,Killed,Female,56,Single carriageway,Raining + high winds,1,
2019,Killed,Female,57,Dual carriageway,Fine no high winds,3,
2019,Killed,Female,57,Dual carriageway,Raining + high winds,2,
2019,Killed,Female,57,Single carriageway,Fine no high winds,9,
2019,Killed,Female,57,Single carriageway,Raining no high winds,3,
2019,Killed,Female,58,Single carriageway,Unknown,1,
2019,Killed,Female,58,Single carriageway,Fine no high winds,5,
2019,Killed,Female,58,Slip road,Fine no high winds,1,
2019,Killed,Female,59,Single carriageway,Fine no high winds,1,
2019,Killed,Female,59,Single carriageway,Raining no high winds,1,
2019,Killed,Female,59,Single carriageway,Raining + high winds,1,
2019,Killed,Female,60,Dual carriageway,Fine no high winds,2,
2019,Killed,Female,60,Dual carriageway,Raining no high winds,1,
2019,Killed,Female,60,Single carriageway,Fine no high winds,6,
2019,Killed,Female,61,Single carriageway,Fine no high winds,2,
2019,Killed,Female,61,Single carriageway,Raining no high winds,2,
2019,Killed,Female,62,Roundabout,Fine no high winds,1,
2019,Killed,Female,62,Dual carriageway,Fine no high winds,2,
2019,Killed,Female,62,Dual carriageway,Raining no high winds,1,
2019,Killed,Female,62,Single carriageway,Fine no high winds,4,
2019,Killed,Female,62,Single carriageway,Raining no high winds,1,
2019,Killed,Female,63,Dual carriageway,Fine no high winds,2,
2019,Killed,Female,63,Single carriageway,Fine no high winds,3,
2019,Killed,Female,63,Single carriageway,Raining + high winds,2,
2019,Killed,Female,64,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,64,Single carriageway,Fine no high winds,3,
2019,Killed,Female,65,Single carriageway,Fine no high winds,1,
2019,Killed,Female,65,Slip road,Fine no high winds,1,
2019,Killed,Female,66,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,66,Single carriageway,Fine no high winds,1,
2019,Killed,Female,67,Roundabout,Fine no high winds,1,
2019,Killed,Female,67,Dual carriageway,Fine no high winds,2,
2019,Killed,Female,67,Single carriageway,Fine no high winds,5,
2019,Killed,Female,67,Single carriageway,Raining no high winds,1,
2019,Killed,Female,68,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,68,Single carriageway,Fine no high winds,2,
2019,Killed,Female,68,Single carriageway,Raining no high winds,1,
2019,Killed,Female,69,Dual carriageway,Fine no high winds,2,
2019,Killed,Female,69,Dual carriageway,Raining no high winds,1,
2019,Killed,Female,69,Single carriageway,Fine no high winds,7,
2019,Killed,Female,69,Single carriageway,Raining no high winds,1,
2019,Killed,Female,69,Single carriageway,Raining + high winds,1,
2019,Killed,Female,70,Dual carriageway,Fine no high winds,2,
2019,Killed,Female,70,Single carriageway,Fine no high winds,5,
2019,Killed,Female,70,Single carriageway,Raining no high winds,1,
2019,Killed,Female,71,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,71,Single carriageway,Fine no high winds,1,
2019,Killed,Female,71,Single carriageway,Raining no high winds,1,
2019,Killed,Female,71,Single carriageway,Fine + high winds,1,
2019,Killed,Female,72,Unknown,Fine no high winds,1,
2019,Killed,Female,72,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,72,Single carriageway,Raining no high winds,1,
2019,Killed,Female,72,Single carriageway,Fog or mist,1,
2019,Killed,Female,73,Single carriageway,Fine no high winds,5,
2019,Killed,Female,73,Single carriageway,Raining no high winds,1,
2019,Killed,Female,74,Single carriageway,Fine no high winds,11,
2019,Killed,Female,74,Single carriageway,Raining no high winds,1,
2019,Killed,Female,75,Dual carriageway,Raining no high winds,1,
2019,Killed,Female,75,Single carriageway,Fine no high winds,6,
2019,Killed,Female,75,Single carriageway,Raining no high winds,1,
2019,Killed,Female,76,Single carriageway,Fine no high winds,6,
2019,Killed,Female,77,Roundabout,Fine no high winds,1,
2019,Killed,Female,77,Dual carriageway,Fine no high winds,2,
2019,Killed,Female,77,Single carriageway,Unknown,1,
2019,Killed,Female,77,Single carriageway,Fine no high winds,2,
2019,Killed,Female,77,Single carriageway,Fine + high winds,1,
2019,Killed,Female,78,One way street,Fine no high winds,1,
2019,Killed,Female,78,Single carriageway,Fine no high winds,7,
2019,Killed,Female,78,Single carriageway,Raining no high winds,1,
2019,Killed,Female,79,Dual carriageway,Fine no high winds,3,
2019,Killed,Female,79,Single carriageway,Unknown,1,
2019,Killed,Female,79,Single carriageway,Fine no high winds,12,
2019,Killed,Female,79,Single carriageway,Raining + high winds,1,
2019,Killed,Female,80,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,80,Dual carriageway,Raining no high winds,1,
2019,Killed,Female,80,Single carriageway,Fine no high winds,4,
2019,Killed,Female,80,Single carriageway,Raining no high winds,1,
2019,Killed,Female,81,Dual carriageway,Fine no high winds,2,
2019,Killed,Female,81,Single carriageway,Fine no high winds,4,
2019,Killed,Female,82,One way street,Raining no high winds,1,
2019,Killed,Female,82,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,82,Dual carriageway,Raining no high winds,1,
2019,Killed,Female,82,Dual carriageway,Fine + high winds,1,
2019,Killed,Female,82,Single carriageway,Fine no high winds,7,
2019,Killed,Female,83,Dual carriageway,Fine no high winds,2,
2019,Killed,Female,83,Dual carriageway,Other,1,
2019,Killed,Female,83,Single carriageway,Fine no high winds,4,
2019,Killed,Female,84,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,84,Single carriageway,Fine no high winds,7,
2019,Killed,Female,84,Single carriageway,Fine + high winds,1,
2019,Killed,Female,85,Dual carriageway,Fine no high winds,2,
2019,Killed,Female,85,Single carriageway,Unknown,1,
2019,Killed,Female,85,Single carriageway,Fine no high winds,10,
2019,Killed,Female,86,Single carriageway,Fine no high winds,9,
2019,Killed,Female,86,Single carriageway,Raining no high winds,1,
2019,Killed,Female,86,Single carriageway,Fine + high winds,1,
2019,Killed,Female,87,Roundabout,Unknown,1,
2019,Killed,Female,87,Dual carriageway,Fine no high winds,2,
2019,Killed,Female,87,Single carriageway,Fine no high winds,3,
2019,Killed,Female,87,Single carriageway,Raining no high winds,1,
2019,Killed,Female,88,Dual carriageway,Raining no high winds,1,
2019,Killed,Female,88,Single carriageway,Fine no high winds,2,
2019,Killed,Female,89,Single carriageway,Fine no high winds,4,
2019,Killed,Female,90,One way street,Fine no high winds,1,
2019,Killed,Female,90,Dual carriageway,Fine no high winds,2,
2019,Killed,Female,90,Single carriageway,Fine no high winds,3,
2019,Killed,Female,90,Single carriageway,Raining no high winds,1,
2019,Killed,Female,91,Dual carriageway,Fine no high winds,1,
2019,Killed,Female,91,Single carriageway,Fine no high winds,4,
2019,Killed,Female,91,Single carriageway,Raining no high winds,1,
2019,Killed,Female,92,Single carriageway,Fine no high winds,2,
2019,Killed,Female,93,Single carriageway,Fine no high winds,2,
2019,Killed,Female,94,Single carriageway,Fine no high winds,3,
2019,Killed,Female,95,Single carriageway,Fine no high winds,2,
2019,Killed,Female,96,Single carriageway,Fine no high winds,2,
2019,Killed,Female,98,Single carriageway,Fine no high winds,1,
2019,Killed,Female,99,Single carriageway,Fine no high winds,1,
2020,Killed,Male,1,Dual carriageway,Fine + high winds,1,
2020,Killed,Male,3,Single carriageway,Fine no high winds,1,
2020,Killed,Male,4,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,5,Single carriageway,Fine no high winds,1,
2020,Killed,Male,6,Single carriageway,Fine no high winds,2,
2020,Killed,Male,7,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,7,Single carriageway,Fine no high winds,1,
2020,Killed,Male,7,Single carriageway,Raining + high winds,1,
2020,Killed,Male,8,Dual carriageway,Raining no high winds,1,
2020,Killed,Male,8,Single carriageway,Fine no high winds,1,
2020,Killed,Male,10,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,10,Single carriageway,Fine no high winds,1,
2020,Killed,Male,11,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,12,Single carriageway,Fine no high winds,1,
2020,Killed,Male,13,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,13,Single carriageway,Fine no high winds,1,
2020,Killed,Male,14,Single carriageway,Fine no high winds,2,
2020,Killed,Male,15,Single carriageway,Fine no high winds,4,
2020,Killed,Male,15,Single carriageway,Raining no high winds,2,
2020,Killed,Male,16,Single carriageway,Fine no high winds,4,
2020,Killed,Male,16,Single carriageway,Fine + high winds,1,
2020,Killed,Male,16,Single carriageway,Fog or mist,1,
2020,Killed,Male,16,Single carriageway,Other,1,
2020,Killed,Male,17,Roundabout,Fine no high winds,1,
2020,Killed,Male,17,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,17,Dual carriageway,Fine + high winds,2,
2020,Killed,Male,17,Single carriageway,Fine no high winds,8,
2020,Killed,Male,17,Single carriageway,Raining no high winds,1,
2020,Killed,Male,18,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,18,Dual carriageway,Raining no high winds,1,
2020,Killed,Male,18,Dual carriageway,Fine + high winds,1,
2020,Killed,Male,18,Single carriageway,Fine no high winds,11,
2020,Killed,Male,18,Single carriageway,Raining no high winds,2,
2020,Killed,Male,19,Unknown,Raining no high winds,1,
2020,Killed,Male,19,Dual carriageway,Raining no high winds,2,
2020,Killed,Male,19,Single carriageway,Unknown,2,
2020,Killed,Male,19,Single carriageway,Fine no high winds,19,
2020,Killed,Male,19,Single carriageway,Raining no high winds,1,
2020,Killed,Male,19,Single carriageway,Snowing no high winds,1,
2020,Killed,Male,19,Single carriageway,Fine + high winds,1,
2020,Killed,Male,19,Single carriageway,Raining + high winds,2,
2020,Killed,Male,20,Roundabout,Raining + high winds,1,
2020,Killed,Male,20,Dual carriageway,Fine no high winds,3,
2020,Killed,Male,20,Single carriageway,Fine no high winds,12,
2020,Killed,Male,20,Single carriageway,Raining no high winds,2,
2020,Killed,Male,20,Single carriageway,Other,1,
2020,Killed,Male,21,Dual carriageway,Fine no high winds,3,
2020,Killed,Male,21,Dual carriageway,Raining + high winds,1,
2020,Killed,Male,21,Single carriageway,Fine no high winds,15,
2020,Killed,Male,21,Single carriageway,Raining no high winds,2,
2020,Killed,Male,21,Single carriageway,Other,1,
2020,Killed,Male,22,Dual carriageway,Fine no high winds,3,
2020,Killed,Male,22,Single carriageway,Fine no high winds,14,
2020,Killed,Male,22,Single carriageway,Raining no high winds,1,
2020,Killed,Male,22,Single carriageway,Raining + high winds,1,
2020,Killed,Male,22,Single carriageway,Fog or mist,1,
2020,Killed,Male,22,Single carriageway,Other,1,
2020,Killed,Male,22,Slip road,Fine no high winds,1,
2020,Killed,Male,23,Roundabout,Fine no high winds,1,
2020,Killed,Male,23,Dual carriageway,Fine no high winds,4,
2020,Killed,Male,23,Single carriageway,Fine no high winds,15,
2020,Killed,Male,23,Slip road,Fine no high winds,1,
2020,Killed,Male,24,Dual carriageway,Fine no high winds,4,
2020,Killed,Male,24,Single carriageway,Unknown,1,
2020,Killed,Male,24,Single carriageway,Fine no high winds,16,
2020,Killed,Male,24,Single carriageway,Raining + high winds,1,
2020,Killed,Male,24,Single carriageway,Fog or mist,1,
2020,Killed,Male,25,Roundabout,Fine no high winds,1,
2020,Killed,Male,25,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,25,Dual carriageway,Other,1,
2020,Killed,Male,25,Single carriageway,Fine no high winds,15,
2020,Killed,Male,25,Single carriageway,Raining no high winds,2,
2020,Killed,Male,25,Single carriageway,Snowing no high winds,1,
2020,Killed,Male,26,Unknown,Raining no high winds,1,
2020,Killed,Male,26,Roundabout,Fine no high winds,1,
2020,Killed,Male,26,Roundabout,Raining no high winds,1,
2020,Killed,Male,26,Dual carriageway,Fine no high winds,1,
2020,Killed,Male,26,Single carriageway,Fine no high winds,15,
2020,Killed,Male,26,Single carriageway,Raining no high winds,3,
2020,Killed,Male,26,Single carriageway,Fine + high winds,1,
2020,Killed,Male,26,Single carriageway,Raining + high winds,1,
2020,Killed,Male,26,Single carriageway,Fog or mist,1,
2020,Killed,Male,26,Slip road,Raining no high winds,1,
2020,Killed,Male,27,Dual carriageway,Fine no high winds,3,
2020,Killed,Male,27,Dual carriageway,Raining no high winds,1,
2020,Killed,Male,27,Single carriageway,Fine no high winds,18,
